Story Index,Grammar,Creativity,Consistency,Plot
158,3.0,4.0,3.0,2.0
159,4.0,3.0,4.0,3.0
160,3,2,2,2
161,4.0,2.0,3.0,1.0
162,2.0,3.0,1.0,1.0
163,4.0,3.5,4.0,3.0
164,4,4,3,3
165,2,3,2,3
166,2,3,2,1
167,4,4,2,3
168,3,4,4,3
169,1,2,1,1
170,2,3,2,2
171,8,4,5,5
172,2.0,3.0,2.0,1.0
173,6.0,6.0,7.0,6.5
174,3,4,3,2
175,3,3,2,2
176,1,2,1,1
177,3,6,4,3
178,3,3,2,2
179,2,4,3,3
180,4,3,2,3
181,4,3,2,3
182,4,4,3,4
183,2,3,2,2
184,2,2,1,1
185,7,3,4,5
186,3,2,3,2
187,3,3,2,1
188,4,3,2,2
189,4,2,1,1
190,2,3,2,1
191,4,3,4,3
192,2,2,3,1
193,2,3,2,1
194,2,4,2,2
195,3,4,4,3
196,3,4,2,2
197,2,3,1,1
198,5,4,5,4
199,5,3,4,4
200,1,2,1,1
201,4,4,5,4
202,1,5,4,2
203,3,4,2,2
204,5,3,4,4
205,4,3,2,2
206,3,3,2,2
207,6,2,3,4
208,2,3,2,2
209,3,3,2,2
210,3,4,3,2
211,2,3,4,2
212,1,2,1,1
213,3,2,1,1
214,2,3,4,3
215,2,3,2,2
216,5.0,4.0,2.0,3.0
217,1,2,1,1
218,2,3,2,2
219,1,3,2,1
220,6,6,4,2
221,4,3,3,3
222,1.0,1.0,1.0,1.0
223,2,3,2,2
224,3,5,4,3
225,3,3,2,2
226,4,4,3,2
227,4,7,5,3
228,2,4,3,3
229,6,2,3,3
230,2,2,1,1
231,5,5,4,4
232,5,3,2,3
233,3,5,3,4
234,3,4,2,2
235,5,4,3,3
236,5,3,4,2
237,3.0,4.0,3.0,3.0
238,2,2,3,2
239,4,3,2,3
240,3,5,4,3
241,4,5,3,3
242,3,5,4,3
243,2.0,4.0,2.5,1.5
244,1,1,1,1
245,4,4,3,3
246,3,5,4,4
247,4,4,3,2
248,3,3,3,3
249,4,5,3,3
250,4,4,2,1
251,2,4,2,3
252,4,2,4,3
253,3,4,2,2
254,2.0,3.0,2.0,1.0
255,5,3,2,3
256,3,3,2,1
257,4,1,2,1
258,2,3,2,1
259,3,3,2,2
260,5,3,2,3
261,2,3,2,1
262,6,5,6,4
263,5,4,4,3
264,4,3,3,3
265,3,4,3,2
266,8,2,2,1
267,5.0,3.0,5.0,4.0
268,2,3,2,1
269,4,4,3,3
270,2,3,4,3
271,4,5,3,2
272,2,2,3,2
273,5,3,4,2
274,7,4,5,5
275,7.0,5.0,6.0,5.0
276,3,5,3,2
277,4,4,2,2
278,3,2,1,1
279,1,2,3,1
280,6,7,8,7
281,1,3,2,1
282,5,4,3,3
283,4,5,4,3
284,3,3,2,2
285,2.0,4.0,3.0,3.0
286,1,4,3,1
287,1,4,2,2
288,5,4,3,3
289,4,5,3,2
290,6,4,3,4
291,3,4,5,4
292,7,2,1,1
293,2,1,1,1
294,2.0,4.0,3.0,2.0
295,4,4,2,2
296,3,4,2,2
297,2,3,2,1
298,3,5,4,2
299,2,3,2,1
300,6,4,5,5
301,7,5,6,6
302,4,3,2,2
303,4,3,2,3
304,3,4,3,4
305,4,4,5,4
306,4,4,1,3
307,6,5,4,3
308,3,4,3,2
309,5,4,3,3
310,2,3,4,3
311,3,4,3,2
312,4,2,3,2
313,6,4,5,3
314,2,1,1,1
315,4,2,3,2
316,4,6,5,4
317,4,4,3,3
318,4,3,2,2
319,2,4,3,2
320,2,2,1,1
321,2,2,1,1
322,2,4,3,2
323,5,3,4,3
324,6,3,4,3
325,4,5,4,3
326,3,2,2,2
327,2,4,3,3
328,2,2,3,2
329,2,3,2,1
330,1,2,1,1
331,2,3,2,2
332,3,3,2,2
333,4,4,5,4
334,2,3,4,3
335,4,4,5,3
336,3,4,3,2
337,4,3,2,2
338,4.0,5.0,2.0,1.0
339,5,2,2,2
340,1,3,2,2
341,3,4,3,3
342,3.0,4.0,4.0,3.0
343,2,2,3,1
344,3,3,2,2
345,2,3,2,2
346,4,3,4,3
347,3,4,3,2
348,3,3,2,2
349,2,4,3,2
350,5,6,5,5
351,4.0,4.0,2.0,2.0
352,4,6,7,5
353,3,4,2,2
354,3,2,1,2
355,1,1,1,1
356,3,3,2,2
357,2,3,4,3
358,2,4,3,3
359,4.0,4.0,3.5,3.0
360,2,4,3,3
361,3.0,1.0,1.0,2.0
362,4,4,3,2
363,1,2,1,1
364,4,4,2,2
365,3,3,2,2
366,2,3,2,2
367,1,3,2,1
368,2,4,3,3
369,3,2,3,2
370,2.0,3.0,2.0,2.0
371,2,3,2,1
372,5,4,4,4
373,4,3,4,3
374,2,4,3,1
375,3,2,3,2
376,1,2,2,1
377,7,5,6,5
378,3,5,4,3
379,4,5,4,4
380,3,4,3,4
381,4.0,2.0,1.0,2.0
382,3,2,3,1
383,2.4,5.2,3.5,3.8
384,5,4,3,3
385,4,2,3,2
386,2,4,3,3
387,3,3,2,2
388,3,5,4,2
389,3,2,1,1
390,2,4,3,3
391,3,3,2,2
392,1,2,1,1
393,5,3,2,1
394,3,3,2,2
395,3,4,2,2
396,6,5,4,4
397,2,3,2,1
398,1,3,1,1
399,4,4,3,2
400,5.0,4.0,3.0,4.0
401,4,3,4,2
402,2,3,2,1
403,2.0,5.0,2.0,2.0
404,4.0,4.0,5.0,5.0
405,3,5,4,3
406,1.0,3.0,2.0,1.0
407,6.0,4.0,3.0,3.0
408,3,5,4,3
409,4,3,2,2
410,3,4,2,2
411,2,3,2,1
412,4,5,7,6
413,2,4,3,2
414,6,4,7,5
415,5,4,4,3
416,2,3,2,1
417,7,5,6,5
418,6,5,6,4
419,4.0,3.0,2.0,2.0
420,5,6,4,3
421,2,4,3,3
422,2,2,3,3
423,8,3,3,4
424,2,3,2,2
425,4,3,5,3
426,2,4,3,3
427,2,4,3,2
428,2,3,4,1
429,4,2,3,3
430,2,4,3,2
431,4,3,2,2
432,1,3,2,1
433,2,4,2,2
434,4,3,4,3
435,2.0,3.0,2.0,1.0
436,3,5,6,4
437,4,3,2,2
438,5,3,4,2
439,3.0,4.0,3.0,2.0
440,3,4,2,2
441,5,4,2,2
442,4,3,1,2
443,5,4,3,3
444,2,3,2,2
445,4,5,2,3
446,4,3,2,3
447,2,4,3,3
448,4,5,4,3
449,3,4,3,2
450,2,1,2,1
451,6,6,4,3
452,4,4,5,3
453,3,4,3,2
454,5.0,5.0,4.0,4.0
455,5.0,4.0,3.0,2.0
456,2,2,1,1
457,4,4,3,3
458,6,3,4,2
459,3.0,4.0,2.0,2.0
460,6,3,4,3
461,3,2,2,2
462,3,3,2,2
463,5,4,3,3
464,3,4,2,2
465,3.0,4.0,3.0,2.0
466,2,4,2,1
467,6,3,4,3
468,2.0,3.0,2.0,2.0
469,4,5,7,5
470,5,6,5,4
471,6,6,4,5
472,2,4,2,1
473,4,3,1,2
474,4,3,2,2
475,4,5,4,3
476,4,3,2,2
477,6,3,4,3
478,3,4,2,2
479,2,2,3,1
480,5,3,4,2
481,4,3,2,1
482,3,3,2,2
483,3,4,3,2
484,2,4,3,2
485,3,3,2,2
486,4,3,2,2
487,5,3,2,2
488,4,2,3,3
489,2,4,3,2
490,2,3,2,2
491,3,2,1,1
492,1,3,2,2
493,3,4,3,2
494,4,5,3,2
495,6,3,2,1
496,4,5,3,2
497,5,3,2,2
498,4,2,3,2
499,8.0,2.0,1.0,3.0
500,3,4,3,3
501,3.0,4.0,2.0,1.0
502,2,4,3,2
503,2,3,2,1
504,4,3,2,2
505,2.0,3.0,4.0,3.0
506,2,4,3,2
507,4,4,3,3
508,4,3,2,2
509,5,2,1,1
510,4,3,2,3
511,4,4,5,3
512,6,4,3,3
513,2,4,3,3
514,6,6,3,2
515,5,5.5,3.5,4
516,2,4,2,1
517,4,3,2,2
518,4,4,2,3
519,4,3,4,3
520,2,4,3,2
521,7,3,5,4
522,2,2,1,1
523,3,3,2,2
524,2,3,3,2
525,4,3,1,1
526,4,6,3,2
527,5,4,2,3
528,6,5,4,4
529,5,4,4,4
530,3.0,4.0,2.0,3.0
531,1,3,2,1
532,5,4,5,5
533,1,2,1,1
534,3,3,2,2
535,6,3,1,2
536,1,3,2,1
537,3,3,2,2
538,3,3,2,2
539,5,4,5,4
540,2,3,2,1
541,4,4,3,2
542,5,4,3,3
543,7,4,5,6
544,3,2,3,2
545,3,2,1,1
546,5,4,2,2
547,2,4,3,1
548,3,2,3,2
549,4,4,3,3
550,4,2,3,2
551,4,2,1,2
552,1,4,2,1
553,3,4,3,2
554,4,3,2,3
555,2,2,3,1
556,5,3,3,3
557,2,3,2,2
558,3,6,3,4
559,3,3,2,2
560,4,5,7,5
561,4,4,4,4
562,5,3,2,3
563,3,3,2,2
564,4,4,4,4
565,5,3,4,3
566,3,3,2,2
567,4,2,2,2
568,1,2,1,1
569,2,3,1,1
570,2,2,1,1
571,2.0,2.0,1.0,1.0
572,2,2,3,1
573,2,3,2,2
574,1,1,1,1
575,3,4,3,2
576,4,4,5,4
577,2,4,2,2
578,3,4,4,3
579,5,5,6,6
580,2,4,3,2
581,2,3,2,1
582,2,4,2,1
583,3,2,3,2
584,2,3,2,1
585,2,3,4,3
586,5,5,6,5
587,4,2,3,3
588,4,3,2,2
589,2,2,1,1
590,4,3,4,3
591,5,4,4,3
592,6,6,5,4
593,6,5,4,3
594,3,3,2,2
595,4,3,5,2
596,7,1,1,1
597,4,3,2,3
598,4,3,2,3
599,4,5,3,3
600,4,2,3,2
601,2,5,3,2
602,2,4,3,3
603,6,3,4,3
604,4.0,3.0,2.0,2.0
605,1,2,1,1
606,3,4,2,2
607,4.0,4.0,1.0,1.0
608,5,4,6,4
609,4,3,3,4
610,4,3,2,2
611,4,3,3,3
612,3,5,4,4
613,2,2,3,1
614,3,5,4,4
615,4.0,4.0,3.0,2.0
616,2,3,4,2
617,2,2,2,2
618,2,3,2,1
619,2,3,1,1
620,2,3,2,1
621,2,2,3,2
622,4,6,5,5
623,4,3,4,3
624,4,3,2,3
625,8,5,3,4
626,5,4,4,3
627,6,4,3,3
628,2,4,3,1
629,3,4,2,2
630,2,4,3,3
631,4,5,4,3
632,6,2,1,2
633,4,5,2,3
634,3,4,3,2
635,2,2,2,2
636,6,4,3,2
637,3,3,2,2
638,7,4,7,6
639,4,4,3,4
640,4,3,2,1
641,4,5,4,3
642,7,6,7,6
643,5,3,2,2
644,4,3,2,1
645,4,3,3,2
646,5,4,3,3
647,5,3,4,3
648,3.0,2.0,1.0,1.0
649,1,3,2,1
650,7,5,4,4
651,3,4,2,1
652,4,4,3,3
653,3.0,2.0,1.0,1.0
654,3,3,2,2
655,4,5,3,2
656,2,3,2,2
657,5,3,4,3
658,3,4,3,2
659,1,3,1,1
660,6,6,3,4
661,3,4,2,2
662,3,3,4,3
663,4,3,4,4
664,3,3,2,2
665,2,4,3,2
666,2,4,3,3
667,3,4,2,2
668,2,3,3,1
669,5.0,3.0,2.0,2.0
670,6,5,4,3
671,6,4,3,3
672,2,4,3,2
673,4,5,4,4
674,2.0,4.0,3.0,3.0
675,2,4,3,3
676,2,3,2,1
677,6,4,3,3
678,6,6,4,3
679,2,3,2,1
680,1,1,1,1
681,4,4,3,2
682,2,2,1,1
683,3,3,3,3
684,2,3,2,2
685,4,3,3,3
686,2,3,2,2
687,2,2,1,1
688,4.0,3.0,4.0,3.0
689,4.0,3.0,2.0,2.0
690,3.0,4.0,3.0,2.0
691,6,3,2,3
692,3.0,3.0,2.0,2.0
693,4.0,3.0,2.0,3.0
694,4.0,4.0,3.0,3.0
695,3,3,2,1
696,6,4,3,2
697,4,3,4,3
698,6,3,2,1
699,3,4,3,2
700,6,3,2,2
701,2,4,3,2
702,3,4,4,3
703,2,4,2,2
704,4,2,3,2
705,3,5,4,4
706,4,4,5,4
707,3,4,2,1
708,3,3,4,3
709,6.0,4.0,3.0,4.0
710,5,4,3,2
711,4,3,4,3
712,8,3,6,5
713,4,4,3,3
714,5,2,2,3
715,4,2,1,1
716,4,3,2,3
717,3,3,4,4
718,5,4,3,2
719,3,2,3,2
720,4,2,1,1
721,5,3,1,1
722,4,3,2,2
723,2,3,2,2
724,1,4,2,1
725,5,5,3,4
726,3,3,2,2
727,4,3,2,3
728,7,4,3,3
729,5,4,3,2
730,4,4,3,3
731,8,3,1,2
732,4,4,2,2
733,4,4,6,5
734,2,4,3,2
735,3,3,2,2
736,2,3,2,2
737,3,3,3,2
738,4,4,5,3
739,5,3,4,3
740,1,3,2,1
741,2,4,3,3
742,2,4,2,3
743,2.0,3.0,2.0,1.0
744,3,1,1,1
745,5,4,3,3
746,4,3,4,2
747,6,5,7,6
748,3,3,4,2
749,4,4,3,3
750,4,3,2,3
751,1,1,1,1
752,2,4,3,2
753,5,3,3,4
754,7,4,2,3
755,1.0,1.0,1.0,1.0
756,4,4,3,2
757,3.0,3.0,4.0,4.0
758,5,5,4,3
759,4,2,1,1
760,6,5,3,2
761,5,1,1,1
762,2,4,3,2
763,4,4,3,3
764,6,3,2,3
765,4,3,1,2
766,4,3,2,3
767,4,2,3,3
768,2,4,3,2
769,1,3,2,1
770,5,5,4,3
771,3,2,1,1
772,3,4,2,2
773,2,4,3,2
774,4,4,3,3
775,2.0,6.0,3.0,2.0
776,2.0,2.0,2.0,1.0
777,2,4,5,3
778,2,3,1,2
779,2,3,2,2
780,5,3,4,4
781,7,3,2,2
782,4,3,2,2
783,2,4,3,2
784,4,4,3,3
785,4,3,2,3
786,2,4,3,2
787,2,2,1,1
788,3,4,5,4
789,5,3,4,4
790,3,4,3,2
791,3,4.5,3.5,4
792,3,4,3,2
793,3,4,2,2
794,3,5,6,2
795,4,3,3,2
796,2,3,4,3
797,3,4,3,2
798,3,5,4,3
799,5,5,6,5
800,2,3,2,2
801,3,5,2,2
802,5,4,3,4
803,4.0,5.0,4.0,5.0
804,4,4,3,3
805,7,3,2,2
806,3,3,4,3
807,2,3,2,2
808,3,4,3,2
809,4,4,2,2
810,4,4,3,2
811,4,3,2,3
812,4,3,2,3
813,6,5,4,5
814,4,3,2,3
815,1,2,1,1
816,5,4,3,3
817,3,4,2,2
818,4,4,3,2
819,5,3,4,3
820,3,3,2,2
821,4,4,3,3
822,2,3,2,1
823,3,3,4,3
824,4,3,4,3
825,2,4,3,3
826,2,3,1,1
827,1,3,1,1
828,4,3,2,2
829,4,3,2,2
830,3.0,4.0,2.0,2.0
831,5,3,2,2
832,6,3,4,3
833,5,4,3,2
834,4,5,4,3
835,2,4,3,3
836,7,6,3,5
837,2,3,1,1
838,4,4,3,3
839,2,3,3,2
840,2,4,2,1
841,4,3,2,2
842,4,3,2,3
843,4,5,3,3
844,3,3,2,2
845,3,4,3,2
846,6,4,3,3
847,3,3,2,2
848,5,3,3,2
849,4,5,3,2
850,3.0,4.0,3.0,3.0
851,2,3,2,1
852,2,3,2,2
853,3,4,2,2
854,2,2,1,1
855,4,3,4,2
856,2,3,2,1
857,3,4,3,2
858,3,4,3,2
859,4,4,3,2
860,3,3,2,1
861,3,4,3,3
862,2,4,3,2
863,4,4,7,5
864,3,4,3,4
865,2,4,3,3
866,2,3,2,2
867,3,4,3,2
868,4.0,2.0,1.0,1.0
869,8.0,7.0,6.0,6.0
870,3.0,5.0,3.0,2.0
871,2,2,3,3
872,2,1,2,1
873,3,4,2,2
874,2,4,3,2
875,2,4,3,1
876,4,3,6,5
877,2.0,4.0,3.0,1.0
878,3,4,2,2
879,4,3,2,2
880,5,3,4,2
881,1,3,2,1
882,2,4,3,2
883,5,2,1,1
884,5.0,4.0,4.0,3.0
885,4.0,7.0,6.0,3.0
886,4,4,3,3
887,4,2,3,2
888,4.0,3.0,5.0,4.0
889,5,3,4,3
890,5.0,4.0,3.0,2.0
891,3,4,3,3
892,3,3,2,2
893,2,3,2,1
894,5,5,4,3
895,3,3,2,2
896,4,4,3,3
897,5,4,6,5
898,4,3,2,2
899,3,4,4,3
900,4,3,2,2
901,6,4,3,2
902,4,4,3,3
903,3,3,2,1
904,1,2,1,1
905,4,5,4,3
906,1,3,2,1
907,5.0,6.0,4.0,4.0
908,4,2,3,2
909,1,2,2,1
910,6,6,7,7
911,5,6,4,3
912,6,4,3,2
913,7,4,3,2
914,2,2,3,2
915,6,6,5,4
916,2,4,3,2
917,1,3,2,1
918,2,4,3,2
919,4,4,3,3
920,2,6,3,3
921,2,2,4,3
922,3,4,2,2
923,2,5,3,3
924,6.0,2.0,3.0,3.0
925,5,5,4,4
926,3,4,2,3
927,3,2,1,1
928,4,3,2,1
929,5,6,5,5
930,2,2,3,3
931,3,2,1,1
932,4,5,3,3
933,4,4,3,3
934,2,4,3,2
935,3,2,1,2
936,6,5,4,5
937,6,5,4,4
938,2,3,2,1
939,3,4,3,2
940,7,2,1,1
941,3,2,3,2
942,4,2,1,1
943,2,2,1,1
944,3,2,3,2
945,3.2,4.5,3.5,3.8
946,1,2,3,1
947,2,3,2,1
948,4,4,3,3
949,3,3,4,3
950,2,2,1,1
951,6,5,4,4
952,4,3,2,2
953,4.0,2.0,1.0,1.0
954,4,6,4,3
955,4,5,3,2
956,4,3,2,3
957,6.5,2.5,2.5,3
958,3,3,2,2
959,2,5,3,3
960,3,3,2,2
961,2,2,3,1
962,4,5,4,3
963,2,5,4,3
964,3,4,2,2
965,2,5,4,3
966,1,3,1,1
967,2,3,2,2
968,3,4,3,2
969,4,5,6,4
970,2,3,2,1
971,2,4,3,3
972,5,1,1,1
973,3,3,2,2
974,4,3,4,3
975,3,4,3,2
976,2,4,3,3
977,3,3,4,2
978,8,6,8,7
979,4,5,4,3
980,3.0,2.0,1.0,1.0
981,3,4,3,2
982,5,3,3,4
983,6.0,5.0,4.0,3.0
984,3.0,5.0,4.0,2.0
985,4,4,3,2
986,4,4,3,3
987,4,4,5,4
988,3,4,3,3
989,2.0,4.0,3.0,2.0
990,4,4,2,2
991,2.0,3.0,2.0,1.0
992,5,2,1,1
993,4,2,3,3
994,2,3,2,2
995,5.0,2.0,1.0,1.0
996,5.0,4.0,3.0,4.0
997,3,4,3,2
998,3,6,5,2
999,1,2,1,1
1000,4,6,5,5
1001,9,6,8,7
1002,4,2,1,1
1003,3,2,3,2
1004,4,3,2,2
1005,2,3,2,1
1006,2,4,3,3
1007,5,3,4,2
1008,6,4,5,5
1009,2,3,2,1
1010,4,3,4,3
1011,3,5,4,4
1012,3,4,3,2
1013,4,4,5,4
1014,5,4,3,3
1015,2,6,4,3
1016,4,3,2,2
1017,2,4,3,3
1018,4,5,4,3
1019,3.0,2.0,1.0,1.0
1020,2,5,4,3
1021,1.0,3.0,2.0,1.0
1022,1,4,2,2
1023,2,2,2,2
